Trago a ideia de um possível canal de alta em CIEL3, pontos da parte alta e baixa sendo respeitados.;Neutro, Score:0
"Definitivamente acreditamos na alta de ciel3 em uma alta tendente a buscar o valor de R$ 9,50. O papel vinha performando bem e rompeu para cima um triangulo ascendente no fundo historico do papel e, nessa semana, essa retraçao parece nada mais do que um pullback para nessa semana ir buscar a maxima anterior e, em seguida, o valor de R$ 9,50; tudo isto aliado ao fato de que o papel, conforme dito anteriormente, fez sua retração até um regiao de fibo da ultima alta acentuada de mais de 10%.  aguardamos que venha uma outra alta na proxima semana, respeitando o rompimento do triangulo bem como a retracao de fibonacci.  ";Neutro, Score:0
CIEL3 apresentou alguns sinais que podem fazer o ativo entrar em tendência de alta nos próximos dias. O primeiro sinal foi o rompimento da LTB de longo prazo que vinha segurando o preço desde jan de 2018. O segundo sinal foi o rompimento de primeira das duas mmm200. E o terceiro sinal esta sendo a correção na mm9, que não esta deixando o preço cair.   Neste cenário, temos um setup 9.3 de compra armado, com entrada na superação dos 8,78 e stop em 8,15 (Apenas se fechar abaixo). O nosso alvo para o papel é em 10,50. Mas recomendamos que façam condução com a mm9, sando da operação caso o preço feche abaixo dela.  Se a operação não for aberta e o preço continuar corrigindo, pode segurar ainda na mm21 e apresentar uma configuração de compra semelhante a mencionada sendo que na região dos 8,00.  Vamos agora acompanhar o que o preço irá fazer.  Temos um grupo de suporte educacional no whatsaap, focado no desenvolvimento de novos traders. Para avaliar o trabalho que realizamos, basta preencher este formulário de cadastro: >>> https://forms.gle/izWQJmqPgo2f1JdWA;Neutro, Score:0
Muitos shorts em cielo, mais o interesse de compra de instituições internacionais na compra do papel fizeram de cielo um dos melhores papéis das últimas duas semanas. Papel encontrou resistência de fibonacci em 8,90R$. Em caso de rompimento deste nível, o próximo alvo está em +ou- 11R$.;Positivo, Score:1
"Será que #ciel3 terá forças para buscar os alvos de ""Fibomágico"" ?!  ";Neutro, Score:0
"Podemos observar um fundo arredondado em CIEL3 rompendo um padrão ""Copo e Alça"". O alvo foi projetado na direção do rompimento aplicando a distância entre o fundo e o topo do copo. Aguardemos um possível repique antes que o preço siga subindo.";Neutro, Score:0
Bom dia a todos. Tudo em ordem por ai? Espero que sim  Hoje compartilho uma ideia gráfica para o ativo #CIELO Segue o meu estudo ligeiramente otimista para CIEL3. Utilizei simetria de movimentos anteriores e recentes para definir área de interesse. Retrações e Projeções de Fibonacci podem ser utilizadas para formar Cluster Zones. Termo cluster significa confluências (justificativas para negociar em determinada zona de preços) Quer Aprender Mais? Acesse os Links Abaixo ? ;Positivo, Score:1
Falaaa pessoal!! Tudo bem?  Vou comentar um pouco essa análise acima sobre ciel3. Quem já conhece minhas análises vai conseguir entender só de olhar. Mas quem não está acostumado pode achar um pouco bagunçado. Vou separar tudo aqui.   Primeiramente, não gosto dos fundamentos de CIEL3, mas o gráfico está interessante.   1- Vemos que o ativo está perto de romper para cima uma LTB de longo prazo.  2- Logo acima do rompimento temos um resistência da retração de 38% de fibonacci.  3- Temos em verde a formação de um triângulo simétrico.  4- Olhando as MMs, vemos o meu setup padrão de MMs -> MM200 acima da MM50 que por sua vez está acima da MM100.   Sendo assim, estou do olho para comprar CIEL3 no rompimento do topo de curto prazo.   Entro: acima de 8,43 Stop: 7,36 (12%) Alvo: 10,74 (27%)  Temos um grupo no TELEGRAM para traders profissionais e quem quer aprender mais sobre o mercado. Quem quiser participar, deixa um mensagem aí nos comentários.   Um abraço!!;Positivo, Score:1
BMFBOVESPA:CIEL3  Oportunidade em Cielo visando lucro na região dos 11 reais como primeiro alvo.  Atenção aos pontos de pull back e linha de retorno.;Negativo, Score:-1
"* CIEL3 tendência de baixa forte no semanal;  * Apesar de obv não fazer novos fundos, ativo pivotou para baixou ao perder zona dos 8,08;  * Obedece um ltb bonita desde janeiro de 2018;  * Pode vir a formar um pivo de alta caso não perca a região dos 6,21 e rompa a com volume a mesma região dos 8,08;  * De qualquer forma acho interessante esperar uma definição, mesmo estando mais propenso a ver este ativo testar o suporte de 2010 na região dos 6,09;  * Esta não é uma recomendação, apenas um estudo, se gosto favor deixar o likezinho e me segue.  * Um abraço, bons trades!!";Positivo, Score:4
"Boa tarde pessoal, tudo bem? Hoje nossa análise será sobre CIEL3, papel que ja deu boas comprar agora encontra-se em alerta de baixas!  Motivos são os seguintes, no gráfico:  Diário, Canal de Alta; Semanal, BANDEIRA de baixa; Mensal, PIVOT de baixa;  AJUDA: Ajude-nos deixando, seu like, seu comentário, sugestão e opinião. Além disso, se possivel analise e avalie nossas outras postagem. Isso é muito importante para nós!  Disclaimer: As informações e/ou análises disponibilizadas, são meramente opiniões de usuário na data em que foram expressas e não declarações de fatos ou recomendações para comprar, retenção ou venda de quaisquer títulos ou valores mobiliários, ou ainda, qualquer recomendação de investimento.  Desde já grato!       INSTAGRAM | @LeviFiigueiredo";Positivo, Score:2
Continuando uma análise anterior que eu fiz sobre a Ciel3, o ativo realmente rompeu a resistência conforme previsto e hoje está testando novamente o suporte que anteriormente era resistência.  https://br.tradingview.com/chart/CIEL3/k0o1yP8Z/  Acredito que essa seja uma boa oportunidade de swing trade com ótimo risco retorno 1:4.   No entanto, eu não acredito no papel a médio/longo prazos, nem que ele seja capaz de romper a EMA200 tendo em vista a forte concorrência e margens de lucro cada vez menores que esse segmento tem apresentado.  Boa sorte a todos.  ;Positivo, Score:3
- divergencia RSI (IFR);Neutro, Score:0
