VENDA -  Swing Trade  Venda - 35.40 parada 34.90 ;Neutro, Score:0
Começando os estudos em Elliot a partir de hoje, bem como Bovespa, com a NATU3.  Após a aquisição da Avon (que rendeu 12,5% em 1 dia), a Natura vem tramando uma afirmação no mercado internacional.  Atingiu seu pico histórico no início do mês e está corrigindo em uma provável Onda 4. Pelos níveis de Elliot, deverá testa novamente seu pico histórico em outubro (Onda 5). Poderá, assim, formar um topo duplo, que será o caso de uma próxima análise.  Gostou? Curta e comente!  Seu apoio é fundamental para continuarmos em frente!  Essa análise tem caráter educacional, não perfazendo indicação de compra/venda do ativo.;Neutro, Score:0
NATU3 segue em tendência de alta e realizou um bonito rompimento da região dos 61.50 que era sua antiga região de resistência.  Projetando alvos para as regiões de 73,73 e depois 82,61, é o papel que devemos aguardar uma correção para uma possível entrada na ponta compradora.;Positivo, Score:1
Apenas idéia.;Neutro, Score:0
Gráfico diário - O papel esteve dentro de um leve canal altista do início de 2016 até o final de 2018 (Ponto A). No início de 2019 o ativo conseguiu romper esse canal, mostrando força compradora. Após o rompimento, o preço sentiu a resistência deixada em dezembro de 2012 (ponto B), para daí então vir testar o canal rompido, deixando um pullback muio claro. Logo em seguida, com bastante volume ativou o pivô formado nesse retorno ao suporte. Visto que o preço deu essa puxada no rompimento do pivô, nada mais justo que um possível fôlego para continuar a subida. Nesse estudo, tracei fibo na data da confirmação do pivô, tendo como alvo de 100% os 65.45. O preço chegou na faixa de 62.25 e começou uma formação de possível cunha. Na sexta passada, mostrou possibilidade de confirmação da figura, após fechar o dia com uma vela compradora já rompendo a figura traçada. Vale lembrar que temos uma lta em que o preço já tocou por duas vezes e caso não confirme a a cunha traçada, pode vir buscar novamente esse suporte (ponto C).   ESSE ESTUDO É PARTICULAR, NÃO É UMA INDICAÇÃO DE COMPRA OU VENDA DO ATIVO, NEM MESMO UMA CONFIRMAÇÃO DA DIREÇÃO QUE O PREÇO VAI SEGUIR NOS PRÓXIMOS DIAS.;Positivo, Score:4
Depois de subir mais de 40%, Natura vem consolidando por cerca de 2 meses (~37 pregões), formando uma bandeira.  Se o mercado andar, pode ser uma boa ação acima dos R$57,23 e alvo com o mastro da bandeira projetado na casa dos R$76,54.  Obs: Esta análise reflete apenas minha opinião pessoal e não é uma indicação de compra ou venda, opere por sua conta e risco, mas fique a vontade para debater análise técnica.  Ótimo trade a todos!!;Positivo, Score:1
Apesar de toda a animação da bolsa destes últimos dias, a NATU3 esteve bem quieta e comportada.  Ela está claramente em uma zona de concentração e deve ficar assim nos próximos dias, no entanto quando ocorrer o rompimento da resistência deve ocorrer um aumento significativo do preço.  Na minha opinião o melhor seria operar somente no rompimento superior, não tentar pegar o fundo ou operar vendido com o mercado aquecido como está.  ;Neutro, Score:0
Inside Bar - um pouco longe das medias mas com as tres medias perfeitamente alinhadas RP no topo Histórico e alvo final a 1,67% do inside bar Stop meio caro;Neutro, Score:0
Acompanhando os movimentos da NATU3 podemos ver que o ativo costuma testar pelo menos uma vez o suporte depois de romper a resistência.  Isso pode ser visto nas setas marcadas no gráfico.   É provável que como o ativo está lutando para cruzar os R$ 62,50 ele caia até a região da linha marcada em azul para ganhar força antes de subir mais um pouco.  Pode abrir uma boa oportunidade de uma operação com baixo risco e bom retorno.;Positivo, Score:3
https://www.tradingview.com/x/ktCzQztg/BMFBOVESPA:NATU3  Papel rompendo congestão, deixando pivo de alta com bom volume. Deve replicar altura da congestão.;Positivo, Score:1
NATU3 apresentou cruzeta e estocastico está quase nas máximas ... acredito que amanhã terá uma reversão e continuará na tendência de baixa aberta depois do rompimento de fundo duplo. Alvo deixo em R$40 ... spread de R$5.   Abraços ;Positivo, Score:1
Por Investing.com  Após uma sequência de quedas, as ações da Natura (NATU3) operam na abertura dos negócios desta terça-feira com valorização de 7,21% a R$ 42,96, liderando assim os ganhos do Ibovespa. Desde as notícias de uma negociação para a compra da Avon, com a confirmação do interesse, as perdas foram de mais de 11%. O lado positivo seria o fortalecimento da Natura, ganhando participação no mercado internacional e se fortalecendo nos Estados Unidos. No mercado local, a Natura tem 11,7% do mercado, ficando a frente da Unilerver e do Boticário, mas por margens pequenas. ;Positivo, Score:1
"Papel em tendência maior de alta, numa região de suporte com o RSI dando o sinal... Então... vamos que vamos !  PS: Hoje o TEMER foi preso, então o mercado está muito ""mexido"".. ";Negativo, Score:-1
entrada 48,73;Neutro, Score:0
Veio, essa vou comprar.  Papel não rompeu LTB, Estocastico %k apontando retomada pra cima, ativo já rompeu a média dos 20 dias, dentro da banda de bollinger, ou seja, tem espaço para chegar no mínimo até os R$50,17 (resistência).   abs   Thiago ;Positivo, Score:1
" A NATU3 fez uma corrida impressionante nos últimos 3 meses quase chegando a dobrar em valor.  No entanto o RSI dela, aponta que ela está em uma região ""overbought"" e no gráfico diário, uma configuração Head e shoulders parece estar se formando.  A linha do pescoço que deve ser testada nos próximos dias não segurar é provavel que ela caia até a região dos R$ 39,00 onde estava a resitencia anterior (marcada nas linhas laranja) e que agora deve servir como suporte.  Neste caso é provavel forte de alta, talvez do mesmo tamanho que o movimento anterior (linhas roxas). E sim, isso é um alvo bastante arrojado e muito provavelmente ela não cheque lá.  Abs";Positivo, Score:3
Bom dia a todos. Tudo em ordem por ai? Espero que sim  Hoje compartilho uma ideia gráfica para o ativo NATURA.  Segue o meu estudo ligeiramente otimista para NATU3. Utilizei simetria de movimentos anteriores e recentes para definir área de interesse. Retrações e Projeções de Fibonacci podem ser utilizadas para formar Cluster Zones. Termo cluster significa confluências (justificativas para negociar em determinada zona de preços).  Com o viés positivo, eu projeto bom ponto de interesse com Risco x Retorno agradável.  Em resumo: Azul - Área de Compra Vermelho - Risco Verde – Alvo  Quer Aprender Mais? Acesse os links abaixo ^^;Positivo, Score:1
vem respeitando este canal há alguns anos. Agora bateu na resistência, ficou 3 dias fazendo martelos e no quarto dia deu um engolfo surpreendente, tudo no volume médio, nada muito expressivo, portanto nada muito seguro. Mas há um topo histórico nunca alcançado e pelo visto tem gente querendo buscar esse topo histórico (jan 2013) até pelas 3 curvas básicas que este ativo vem desempenhando desde 2010.  Claro que há o desgaste da alta expressiva destes últimos 10 dias, mas nada pode ser descartado, principalmente pq todos que saltaram fora nestes últimos 3 dias realizando seu lucro não evitaram o engolfo de hoje.  Portanto tem gente apostando no ativo, lembrando que este engolfo está quebrando a resistência do canal em sua metade, ainda não superando o canal. Noutras formas de desenhar o canal, ele ainda não o rompeu, mas não há canal gráfico possível já com rompimento executado. E tb o garfo PITCH, da mesma forma, ainda não foi rompido em sua linha mediana. E por último desenhei um histórico fibonacci levando em conta o TOPO de 2013 e o FUNDO de 2015.  Eu creio ainda num movimento bull forte até final de 2018, até para comprovar a estabilidade da empresa, e gerar uma alta no ano que acompanhe as médias de altas anuais nos bons momentos (entre 40 e 65%). Até agora a alta em 2018 inteiro não superou os 20%.;Positivo, Score:2
NATU3 Dando sinais de fadiga depois do belo rali. Estrela cadente + sobrecomprado e possível falso rompimento de resistência em torno de R$37,30. Parece ser uma boa hora para realisação parcial ou mesmo total. Vamos ver se respeita 0,382 de fibonacci, por volta dos R$34,50, para pensar em compra;Negativo, Score:-1
NATU3 armou setup 9.2 de venda, perdendo os 27,31 vai buscar a região dos 26,20;Neutro, Score:0
Possível Oportunidade de Compra  em JBSS3 1 h  1 - Ativo defende niveis de precos acima da MME de 100 2-  rompimento da LTB iniciada em 04/06 3 - superacao dos 30.40 pode indicar mais forca para o ativo buscar regiao dos 32.50  Trigger de disparo na superação  dos 29.73 Objetivo 1 > 30.38 Objetivo 2 > 31.30 Objetivo 3 > 32.50  Stop Inicial de segurança sugerido - 28.49;Positivo, Score:2
Natu3 terá resultados divulgados hoje, porém análise apresentada é puramente gráfica. Encontra-se em suporte importante, no cruzamento com LTA. As perdas de LTA são geralmente seguidas de escorregões no preço, e esse é o viés técnico (independente da análise dos resultados) para o papel tem tido um a comportamento lateralizado no gráfico semanal e encontra-se próximo ao topo deste canal lateral o que indica também possibilidades maiores de queda.  O suporte, tanto horizontal quanto da LTA ainda não foi perdido e o mercado pode interpretar os resultados de maneira positiva. O Viés, no entanto, é de queda;Negativo, Score:-1
No gráfico de diário está em zona de suporte e além disso faz 3 candles praticamente idênticos na mesma região. Ponto muito interessante ainda mais que estou desconfiando que esta semana teremos uma arrancada no index de consumo e este ativo é parte dele.   Quem está em busca de oportunidades em ativos menos atrelados ao risco IBOV pode ser uma opção a se  estudar.;Positivo, Score:2
Acumulou e rompeu, zona de stop bem longe (área retangular) alvos bancando o topo histórico. O movimento de hoje dá força na tendência.;Negativo, Score:-1
