https://www.tradingview.com/x/VmiddD1G/BMFBOVESPA:PETR4TVC:UKOIL Todos nós sabemos das dificuldades da concentração do mercado de capitais no Brasil, principalmente porque os movimentos contra a tendência dos grandes players - que em outros mercados são dizimados logo após os eventos - aqui, em geral, leva um tempo. Veja o caso da PETR4: gap de alta no pós acidente da ARAMCO, seguido por uma venda forte pós abertura e, depois, concentração de preço, mesmo depois do movimento do BRENT ter sido revertido totalmente. Por sorte, o bom o velho OBV mostra o advance breakout. Da mesma forma o RSI/IFR. O preço vai sofrer uma correção, embora, nessas bandas - e com o baixo e atípico volume da Petr4 nos últimos dias - os donos do mercado travem as flutuações correlacionadas que, em lugares mais maduros, já teriam acontecido. Estou short em PETR4 e meu alvo é pelo menos, o retorno na SMA20.;Positivo, Score:3
PETR4 formou uma pinça de fundo e consequente harami de alta. Opera com as médias móveis e hiloActivator comprados. Vai testar a resistência que é o topo da semana anterior na faixa dos R$ 28,23.;Positivo, Score:1
Conforme análise de ontem PETR4 confirma o fundo duplo e acaba disparando compra pelo HiloActivator. Romepu topo anterior. Opera com as médias e HiloActivator comprados, digo eu, com inclinação positiva.;Neutro, Score:0
PETR4 testa suporte horizontal (veja linha rosa, região de fundo anterior) e respeita, pode formar um fundo duplo (figura de reversão altista). O ativo chegou a testar também a MME20, notem que a sombra inferior chegou a tocar na média mês. As médias já está com inclinação positiva, digo eu, com viés altista. ;Positivo, Score:1
PETR4 teve um pregão de alta e formou uma pinça de fundo e consequente engolfo de alta. Opera com as médias com viés altista (inclinação positiva) e agora irá testar o HiloActivator vendido. ;Positivo, Score:1
Padrão Shark;Neutro, Score:0
PETR4 atua numa grande congestão (retângulo amarelo) sendo ainda guiada por uma LTA que vem desde 2016 acompanhando.  Sua principal resistência na região dos 28,37, caso rompida, tende a levar os preços à um novo patamar, sendo a região dos 33,33 o principal alvo pois temos uma antiga resistência ali presente.  Caso perca a região dos 24,20, região de suporte imediato, tende a vir inicialmente na região dos 20,34.;Neutro, Score:0
PETR4 tem um pregão de baixa, formando um Marubozu e cosequente harami de baixa. A exemplo de IBOV a estatal do petróleo está bem esticada , apresenta as médias e HiloActivator comprados. Temos também um grande afastamento da MME20, o que pode fazer com que o ativo recue para a média do mês ( 20 períodos é um mês de pregão). ;Positivo, Score:2
PETR4 está neste momento na retração do movimento de baixa que ocorrera previamente. Olhando para cima, temos ainda a região dos 27,36 (próxima nível de fibonacci) e depois ainda um possível novo teste de topo na região dos 28,35.  E para um primeiro momento, somente se houver um grande rompimento da região dos 29,45 é que podemos ter esperanças de altas mais relevantes para o papel.;Neutro, Score:0
Isso não é indicação é apenas o meu estudo de opções com muitos erros.  Cuidado Atenção OPÇÔES tem desvalorizações rápidas -20% -40% -90% -99,99%  Trabalho com pouquíssimo capital apena para estudo.   Devido a proximidade do vencimento 13/09 vou trabalhar ITM dentro do preço para menor risco.  Entrada para venda no dia seguinte devido a grande volatilidade.  Entrada 02/09 16:30 em PUT PETRU270 custo 1,50  Objetivo vender dia 03/09 avaliando o melhor ponto de saída (seja no lucro ou prejuízo caso perca os Pivots ).  Esperando a busca das medias 12 e 20 no Gráfico de 4h   Isso não é indicação é apenas o meu estudo de opções com muitos erros.;Positivo, Score:1
PETR4 segue lateralizando dentro de uma grande congestão em região de topo.  A região dos 24,64 tínhamos um importante suporte que acabou por ser perdido, esse era o primeiro ponto importante que devemos ter em mente. A partir de agora podemos observar mais firmemente a formação de novos topos e fundos mais baixos, dando origem assim, a uma tendência de baixa mais forte.   E o que podemos esperar a partir das próximas semanas?  Temos alguns cenários.  Cenário 1: o pullback já completou seu movimento até a região dos 25,60, nesse caso, uma próxima onda de continuidade de baixa, pode levar os preços até a região dos 17,50, seria uma onda mais forte.  Cenário 2: PETR4 seguir num pullback um pouco maior rumo aos 26,80 aproximadamente e então teríamos um alvo provável na região dos 20,60.  Cenário 3: Para os mais otimistas, podemos ter ainda um teste de topo na região dos 28,50.;Positivo, Score:2
PETR4 tem um pregão de expressiva alta, abriu em gap de alta e disparou compra pelo HiloActivator. As médias estão viradas para cima, isto é, com viés altista. O ativo já opera acima da MME20 (média do mês). ;Positivo, Score:1
Acredito em alta para PETR4 se mantiver acima das medias vermelhas.;Neutro, Score:0
A exemplo de IBOV a estatal do petróleo (PETR4) dispara compra pelo HiloActivator. Tivemos um pregão de alta confirmando a figura de fundo . Rompeu a resistência dos R$ 24,69 que agora é o novo suporte. A MME5 já virou para cima e a MME20 já está virando também !;Neutro, Score:0
PETR4 como havíamos visto no estudo da semana passada, havia um suporte dos 24,50 não foi capaz de segurar e o papel acabou perdendo o mesmo e fechando abaixo, nos 23,91.  Com esse cenário, podemos trabalhar com o viés de venda, e que, qualquer alta que tivermos no papel, será apenas um repique.. bom, a menos que aconteça algo extraordinário e surja uma força compradora levando o papel acima dos 30,00, nesse caso, as coisas mudariam.  Entrando num vazio gráfico, agora o papel tem espaço pra seguir corrigindo rumo ao próximo suporte na região dos 20,50.;Positivo, Score:1
Forte queda em PETR4 no semanal Formou um grande marubozu vermelho. Tem o HiloActivator e médias móveis vendidos. Todo viés é baixista ! Mas o afastamento da MMe20 pode motivar um repique..;Positivo, Score:2
